EnrollmentID,StudentID,CourseID,AcademicYear,Semester,Status
116,116,12,2026,C,Dropped
117,117,19,2024,A,Dropped
118,118,26,2025,B,Dropped
119,119,33,2026,C,Dropped
120,120,40,2024,A,Active
121,121,47,2025,B,Active
122,122,54,2026,C,Active
123,123,61,2024,A,Active
124,124,68,2025,B,Completed
125,125,75,2026,C,Completed
126,126,82,2024,A,Completed
127,127,89,2025,B,Completed
128,128,96,2026,C,Dropped
129,129,3,2024,A,Dropped
130,130,10,2025,B,Dropped
131,131,17,2026,C,Dropped
132,132,24,2024,A,Active
133,133,31,2025,B,Active
134,134,38,2026,C,Active
135,135,45,2024,A,Active
136,136,52,2025,B,Completed
137,137,59,2026,C,Completed
138,138,66,2024,A,Completed
139,139,73,2025,B,Completed
140,140,80,2026,C,Dropped
141,141,87,2024,A,Dropped
142,142,94,2025,B,Dropped
143,143,1,2026,C,Dropped
144,144,8,2024,A,Active
145,145,15,2025,B,Active
146,146,22,2026,C,Active
147,147,29,2024,A,Active
148,148,36,2025,B,Completed
149,149,43,2026,C,Completed
150,150,50,2024,A,Completed
151,151,57,2025,B,Completed
152,152,64,2026,C,Dropped
153,153,71,2024,A,Dropped
154,154,78,2025,B,Dropped
155,155,85,2026,C,Dropped
156,156,92,2024,A,Active
157,157,99,2025,B,Active
158,158,6,2026,C,Active
159,159,13,2024,A,Active
160,160,20,2025,B,Completed
161,161,27,2026,C,Completed
162,162,34,2024,A,Completed
163,163,41,2025,B,Completed
164,164,48,2026,C,Dropped
165,165,55,2024,A,Dropped
166,166,62,2025,B,Dropped
167,167,69,2026,C,Dropped
168,168,76,2024,A,Active
169,169,83,2025,B,Active
170,170,90,2026,C,Active
171,171,97,2024,A,Active
172,172,4,2025,B,Completed
173,173,11,2026,C,Completed
174,174,18,2024,A,Completed
175,175,25,2025,B,Completed
176,176,32,2026,C,Dropped
177,177,39,2024,A,Dropped
178,178,46,2025,B,Dropped
179,179,53,2026,C,Dropped
180,180,60,2024,A,Active
181,181,67,2025,B,Active
182,182,74,2026,C,Active
183,183,81,2024,A,Active
184,184,88,2025,B,Completed
185,185,95,2026,C,Completed
186,186,2,2024,A,Completed
187,187,9,2025,B,Completed
188,188,16,2026,C,Dropped
189,189,23,2024,A,Dropped
190,190,30,2025,B,Dropped
191,191,37,2026,C,Dropped
192,192,44,2024,A,Active
193,193,51,2025,B,Active
194,194,58,2026,C,Active
195,195,65,2024,A,Active
196,196,72,2025,B,Completed
197,197,79,2026,C,Completed
198,198,86,2024,A,Completed
199,199,93,2025,B,Completed
200,200,100,2026,C,Dropped
201,201,7,2024,A,Dropped
202,202,14,2025,B,Dropped
203,203,21,2026,C,Dropped
204,204,28,2024,A,Active
205,205,35,2025,B,Active
206,206,42,2026,C,Active
207,207,49,2024,A,Active
208,208,56,2025,B,Completed
209,209,63,2026,C,Completed
210,210,70,2024,A,Completed
211,211,77,2025,B,Completed
212,212,84,2026,C,Dropped
213,213,91,2024,A,Dropped
214,214,98,2025,B,Dropped
215,215,5,2026,C,Dropped
216,216,12,2024,A,Active
217,217,19,2025,B,Active
218,218,26,2026,C,Active
219,219,33,2024,A,Active
220,220,40,2025,B,Completed
221,221,47,2026,C,Completed
222,222,54,2024,A,Completed
223,223,61,2025,B,Completed
224,224,68,2026,C,Dropped
225,225,75,2024,A,Dropped
226,226,82,2025,B,Dropped
227,227,89,2026,C,Dropped
228,228,96,2024,A,Active
229,229,3,2025,B,Active
230,230,10,2026,C,Active
231,231,17,2024,A,Active
232,232,24,2025,B,Completed
233,233,31,2026,C,Completed
234,234,38,2024,A,Completed
235,235,45,2025,B,Completed
236,236,52,2026,C,Dropped
237,237,59,2024,A,Dropped
238,238,66,2025,B,Dropped
239,239,73,2026,C,Dropped
240,240,80,2024,A,Active
241,241,87,2025,B,Active
242,242,94,2026,C,Active
243,243,1,2024,A,Active
244,244,8,2025,B,Completed
245,245,15,2026,C,Completed
246,246,22,2024,A,Completed
247,247,29,2025,B,Completed
248,248,36,2026,C,Dropped
249,249,43,2024,A,Dropped
250,250,50,2025,B,Dropped
251,251,57,2026,C,Dropped
252,252,64,2024,A,Active
253,253,71,2025,B,Active
254,254,78,2026,C,Active
255,255,85,2024,A,Active
256,256,92,2025,B,Completed
257,257,99,2026,C,Completed
258,258,6,2024,A,Completed
259,259,13,2025,B,Completed
260,260,20,2026,C,Dropped
261,261,27,2024,A,Dropped
262,262,34,2025,B,Dropped
263,263,41,2026,C,Dropped
264,264,48,2024,A,Active
265,265,55,2025,B,Active
266,266,62,2026,C,Active
267,267,69,2024,A,Active
268,268,76,2025,B,Completed
269,269,83,2026,C,Completed
270,270,90,2024,A,Completed
271,271,97,2025,B,Completed
272,272,4,2026,C,Dropped
273,273,11,2024,A,Dropped
274,274,18,2025,B,Dropped
275,275,25,2026,C,Dropped
276,276,32,2024,A,Active
277,277,39,2025,B,Active
278,278,46,2026,C,Active
279,279,53,2024,A,Active
280,280,60,2025,B,Completed
281,281,67,2026,C,Completed
282,282,74,2024,A,Completed
283,283,81,2025,B,Completed
284,284,88,2026,C,Dropped
285,285,95,2024,A,Dropped
286,286,2,2025,B,Dropped
287,287,9,2026,C,Dropped
288,288,16,2024,A,Active
289,289,23,2025,B,Active
290,290,30,2026,C,Active
291,291,37,2024,A,Active
292,292,44,2025,B,Completed
293,293,51,2026,C,Completed
294,294,58,2024,A,Completed
295,295,65,2025,B,Completed
296,296,72,2026,C,Dropped
297,297,79,2024,A,Dropped
298,298,86,2025,B,Dropped
299,299,93,2026,C,Dropped
300,300,100,2024,A,Active
301,301,7,2025,B,Active
302,302,14,2026,C,Active
303,303,21,2024,A,Active
304,304,28,2025,B,Completed
305,305,35,2026,C,Completed
306,306,42,2024,A,Completed
307,307,49,2025,B,Completed
308,308,56,2026,C,Dropped
309,309,63,2024,A,Dropped
310,310,70,2025,B,Dropped
311,311,77,2026,C,Dropped
312,312,84,2024,A,Active
313,313,91,2025,B,Active
314,314,98,2026,C,Active
315,315,5,2024,A,Active
316,316,12,2025,B,Completed
317,317,19,2026,C,Completed
318,318,26,2024,A,Completed
319,319,33,2025,B,Completed
320,320,40,2026,C,Dropped
321,321,47,2024,A,Dropped
322,322,54,2025,B,Dropped
323,323,61,2026,C,Dropped
324,324,68,2024,A,Active
325,325,75,2025,B,Active
326,326,82,2026,C,Active
327,327,89,2024,A,Active
328,328,96,2025,B,Completed
329,329,3,2026,C,Completed
330,330,10,2024,A,Completed
331,331,17,2025,B,Completed
332,332,24,2026,C,Dropped
333,333,31,2024,A,Dropped
334,334,38,2025,B,Dropped
335,335,45,2026,C,Dropped
336,336,52,2024,A,Active
337,337,59,2025,B,Active
338,338,66,2026,C,Active
339,339,73,2024,A,Active
340,340,80,2025,B,Completed
341,341,87,2026,C,Completed
342,342,94,2024,A,Completed
343,343,1,2025,B,Completed
344,344,8,2026,C,Dropped
345,345,15,2024,A,Dropped
346,346,22,2025,B,Dropped
347,347,29,2026,C,Dropped
348,348,36,2024,A,Active
349,349,43,2025,B,Active
350,350,50,2026,C,Active
351,351,57,2024,A,Active
352,352,64,2025,B,Completed
353,353,71,2026,C,Completed
354,354,78,2024,A,Completed
355,355,85,2025,B,Completed
356,356,92,2026,C,Dropped
357,357,99,2024,A,Dropped
358,358,6,2025,B,Dropped
359,359,13,2026,C,Dropped
360,360,20,2024,A,Active
361,361,27,2025,B,Active
362,362,34,2026,C,Active
363,363,41,2024,A,Active
364,364,48,2025,B,Completed
365,365,55,2026,C,Completed
366,366,62,2024,A,Completed
367,367,69,2025,B,Completed
368,368,76,2026,C,Dropped
369,369,83,2024,A,Dropped
370,370,90,2025,B,Dropped
371,371,97,2026,C,Dropped
372,372,4,2024,A,Active
373,373,11,2025,B,Active
374,374,18,2026,C,Active
375,375,25,2024,A,Active
376,376,32,2025,B,Completed
377,377,39,2026,C,Completed
378,378,46,2024,A,Completed
379,379,53,2025,B,Completed
380,380,60,2026,C,Dropped
381,381,67,2024,A,Dropped
382,382,74,2025,B,Dropped
383,383,81,2026,C,Dropped
384,384,88,2024,A,Active
385,385,95,2025,B,Active
386,386,2,2026,C,Active
387,387,9,2024,A,Active
388,388,16,2025,B,Completed
389,389,23,2026,C,Completed
390,390,30,2024,A,Completed
391,391,37,2025,B,Completed
392,392,44,2026,C,Dropped
393,393,51,2024,A,Dropped
394,394,58,2025,B,Dropped
395,395,65,2026,C,Dropped
396,396,72,2024,A,Active
397,397,79,2025,B,Active
398,398,86,2026,C,Active
399,399,93,2024,A,Active
400,400,100,2025,B,Completed
401,401,7,2026,C,Completed
402,402,14,2024,A,Completed
403,403,21,2025,B,Completed
404,404,28,2026,C,Dropped
405,405,35,2024,A,Dropped
406,406,42,2025,B,Dropped
407,407,49,2026,C,Dropped
408,408,56,2024,A,Active
409,409,63,2025,B,Active
410,410,70,2026,C,Active
411,411,77,2024,A,Active
412,412,84,2025,B,Completed
413,413,91,2026,C,Completed
414,414,98,2024,A,Completed
415,415,5,2025,B,Completed
416,416,12,2026,C,Dropped
417,417,19,2024,A,Dropped
418,418,26,2025,B,Dropped
419,419,33,2026,C,Dropped
420,420,40,2024,A,Active
421,421,47,2025,B,Active
422,422,54,2026,C,Active
423,423,61,2024,A,Active
424,424,68,2025,B,Completed
425,425,75,2026,C,Completed
426,426,82,2024,A,Completed
427,427,89,2025,B,Completed
428,428,96,2026,C,Dropped
429,429,3,2024,A,Dropped
430,430,10,2025,B,Dropped
431,431,17,2026,C,Dropped
432,432,24,2024,A,Active
433,433,31,2025,B,Active
434,434,38,2026,C,Active
435,435,45,2024,A,Active
436,436,52,2025,B,Completed
437,437,59,2026,C,Completed
438,438,66,2024,A,Completed
439,439,73,2025,B,Completed
440,440,80,2026,C,Dropped
441,441,87,2024,A,Dropped
442,442,94,2025,B,Dropped
443,443,1,2026,C,Dropped
444,444,8,2024,A,Active
445,445,15,2025,B,Active
446,446,22,2026,C,Active
447,447,29,2024,A,Active
448,448,36,2025,B,Completed
449,449,43,2026,C,Completed
450,450,50,2024,A,Completed
451,451,57,2025,B,Completed
452,452,64,2026,C,Dropped
453,453,71,2024,A,Dropped
454,454,78,2025,B,Dropped
455,455,85,2026,C,Dropped
456,456,92,2024,A,Active
457,457,99,2025,B,Active
458,458,6,2026,C,Active
459,459,13,2024,A,Active
460,460,20,2025,B,Completed
461,461,27,2026,C,Completed
462,462,34,2024,A,Completed
463,463,41,2025,B,Completed
464,464,48,2026,C,Dropped
465,465,55,2024,A,Dropped
466,466,62,2025,B,Dropped
467,467,69,2026,C,Dropped
468,468,76,2024,A,Active
469,469,83,2025,B,Active
470,470,90,2026,C,Active
471,471,97,2024,A,Active
472,472,4,2025,B,Completed
473,473,11,2026,C,Completed
474,474,18,2024,A,Completed
475,475,25,2025,B,Completed
476,476,32,2026,C,Dropped
477,477,39,2024,A,Dropped
478,478,46,2025,B,Dropped
479,479,53,2026,C,Dropped
480,480,60,2024,A,Active
481,481,67,2025,B,Active
482,482,74,2026,C,Active
483,483,81,2024,A,Active
484,484,88,2025,B,Completed
485,485,95,2026,C,Completed
486,486,2,2024,A,Completed
487,487,9,2025,B,Completed
488,488,16,2026,C,Dropped
489,489,23,2024,A,Dropped
490,490,30,2025,B,Dropped
491,491,37,2026,C,Dropped
492,492,44,2024,A,Active
493,493,51,2025,B,Active
494,494,58,2026,C,Active
495,495,65,2024,A,Active
496,496,72,2025,B,Completed
497,497,79,2026,C,Completed
498,498,86,2024,A,Completed
499,499,93,2025,B,Completed
500,500,100,2026,C,Dropped
501,1,7,2024,A,Dropped
502,2,14,2025,B,Dropped
503,3,21,2026,C,Dropped
504,4,28,2024,A,Active
505,5,35,2025,B,Active
506,6,42,2026,C,Active
507,7,49,2024,A,Active
508,8,56,2025,B,Completed
509,9,63,2026,C,Completed
510,10,70,2024,A,Completed
511,11,77,2025,B,Completed
512,12,84,2026,C,Dropped
513,13,91,2024,A,Dropped
514,14,98,2025,B,Dropped
515,15,5,2026,C,Dropped
516,16,12,2024,A,Active
517,17,19,2025,B,Active
518,18,26,2026,C,Active
519,19,33,2024,A,Active
520,20,40,2025,B,Completed
521,21,47,2026,C,Completed
522,22,54,2024,A,Completed
523,23,61,2025,B,Completed
524,24,68,2026,C,Dropped
525,25,75,2024,A,Dropped
526,26,82,2025,B,Dropped
527,27,89,2026,C,Dropped
528,28,96,2024,A,Active
529,29,3,2025,B,Active
530,30,10,2026,C,Active
531,31,17,2024,A,Active
532,32,24,2025,B,Completed
533,33,31,2026,C,Completed
534,34,38,2024,A,Completed
535,35,45,2025,B,Completed
536,36,52,2026,C,Dropped
537,37,59,2024,A,Dropped
538,38,66,2025,B,Dropped
539,39,73,2026,C,Dropped
540,40,80,2024,A,Active
541,41,87,2025,B,Active
542,42,94,2026,C,Active
543,43,1,2024,A,Active
544,44,8,2025,B,Completed
545,45,15,2026,C,Completed
546,46,22,2024,A,Completed
547,47,29,2025,B,Completed
548,48,36,2026,C,Dropped
549,49,43,2024,A,Dropped
550,50,50,2025,B,Dropped
551,51,57,2026,C,Dropped
552,52,64,2024,A,Active
553,53,71,2025,B,Active
554,54,78,2026,C,Active
555,55,85,2024,A,Active
556,56,92,2025,B,Completed
557,57,99,2026,C,Completed
558,58,6,2024,A,Completed
559,59,13,2025,B,Completed
560,60,20,2026,C,Dropped
561,61,27,2024,A,Dropped
562,62,34,2025,B,Dropped
563,63,41,2026,C,Dropped
564,64,48,2024,A,Active
565,65,55,2025,B,Active
566,66,62,2026,C,Active
567,67,69,2024,A,Active
568,68,76,2025,B,Completed
569,69,83,2026,C,Completed
570,70,90,2024,A,Completed
571,71,97,2025,B,Completed
572,72,4,2026,C,Dropped
573,73,11,2024,A,Dropped
574,74,18,2025,B,Dropped
575,75,25,2026,C,Dropped
576,76,32,2024,A,Active
577,77,39,2025,B,Active
578,78,46,2026,C,Active
579,79,53,2024,A,Active
580,80,60,2025,B,Completed
581,81,67,2026,C,Completed
582,82,74,2024,A,Completed
583,83,81,2025,B,Completed
584,84,88,2026,C,Dropped
585,85,95,2024,A,Dropped
586,86,2,2025,B,Dropped
587,87,9,2026,C,Dropped
588,88,16,2024,A,Active
589,89,23,2025,B,Active
590,90,30,2026,C,Active
591,91,37,2024,A,Active
592,92,44,2025,B,Completed
593,93,51,2026,C,Completed
594,94,58,2024,A,Completed
595,95,65,2025,B,Completed
596,96,72,2026,C,Dropped
597,97,79,2024,A,Dropped
598,98,86,2025,B,Dropped
599,99,93,2026,C,Dropped
600,100,100,2024,A,Active
601,101,7,2025,B,Active
602,102,14,2026,C,Active
603,103,21,2024,A,Active
604,104,28,2025,B,Completed
605,105,35,2026,C,Completed
606,106,42,2024,A,Completed
607,107,49,2025,B,Completed
608,108,56,2026,C,Dropped
609,109,63,2024,A,Dropped
610,110,70,2025,B,Dropped
611,111,77,2026,C,Dropped
612,112,84,2024,A,Active
613,113,91,2025,B,Active
614,114,98,2026,C,Active
615,115,5,2024,A,Active
616,116,12,2025,B,Completed
617,117,19,2026,C,Completed
618,118,26,2024,A,Completed
619,119,33,2025,B,Completed
620,120,40,2026,C,Dropped
621,121,47,2024,A,Dropped
622,122,54,2025,B,Dropped
623,123,61,2026,C,Dropped
624,124,68,2024,A,Active
625,125,75,2025,B,Active
626,126,82,2026,C,Active
627,127,89,2024,A,Active
628,128,96,2025,B,Completed
629,129,3,2026,C,Completed
630,130,10,2024,A,Completed
631,131,17,2025,B,Completed
632,132,24,2026,C,Dropped
633,133,31,2024,A,Dropped
634,134,38,2025,B,Dropped
635,135,45,2026,C,Dropped
636,136,52,2024,A,Active
637,137,59,2025,B,Active
638,138,66,2026,C,Active
639,139,73,2024,A,Active
640,140,80,2025,B,Completed
641,141,87,2026,C,Completed
642,142,94,2024,A,Completed
643,143,1,2025,B,Completed
644,144,8,2026,C,Dropped
645,145,15,2024,A,Dropped
646,146,22,2025,B,Dropped
647,147,29,2026,C,Dropped
648,148,36,2024,A,Active
649,149,43,2025,B,Active
650,150,50,2026,C,Active
651,151,57,2024,A,Active
652,152,64,2025,B,Completed
653,153,71,2026,C,Completed
654,154,78,2024,A,Completed
655,155,85,2025,B,Completed
656,156,92,2026,C,Dropped
657,157,99,2024,A,Dropped
658,158,6,2025,B,Dropped
659,159,13,2026,C,Dropped
660,160,20,2024,A,Active
661,161,27,2025,B,Active
662,162,34,2026,C,Active
663,163,41,2024,A,Active
664,164,48,2025,B,Completed
665,165,55,2026,C,Completed
666,166,62,2024,A,Completed
667,167,69,2025,B,Completed
668,168,76,2026,C,Dropped
669,169,83,2024,A,Dropped
670,170,90,2025,B,Dropped
671,171,97,2026,C,Dropped
672,172,4,2024,A,Active
673,173,11,2025,B,Active
674,174,18,2026,C,Active
675,175,25,2024,A,Active
676,176,32,2025,B,Completed
677,177,39,2026,C,Completed
678,178,46,2024,A,Completed
679,179,53,2025,B,Completed
680,180,60,2026,C,Dropped
681,181,67,2024,A,Dropped
682,182,74,2025,B,Dropped
683,183,81,2026,C,Dropped
684,184,88,2024,A,Active
685,185,95,2025,B,Active
686,186,2,2026,C,Active
687,187,9,2024,A,Active
688,188,16,2025,B,Completed
689,189,23,2026,C,Completed
690,190,30,2024,A,Completed
691,191,37,2025,B,Completed
692,192,44,2026,C,Dropped
693,193,51,2024,A,Dropped
694,194,58,2025,B,Dropped
695,195,65,2026,C,Dropped
696,196,72,2024,A,Active
697,197,79,2025,B,Active
698,198,86,2026,C,Active
699,199,93,2024,A,Active
700,200,100,2025,B,Completed
701,201,7,2026,C,Completed
702,202,14,2024,A,Completed
703,203,21,2025,B,Completed
704,204,28,2026,C,Dropped
705,205,35,2024,A,Dropped
706,206,42,2025,B,Dropped
707,207,49,2026,C,Dropped
708,208,56,2024,A,Active
709,209,63,2025,B,Active
710,210,70,2026,C,Active
711,211,77,2024,A,Active
712,212,84,2025,B,Completed
713,213,91,2026,C,Completed
714,214,98,2024,A,Completed
715,215,5,2025,B,Completed
716,216,12,2026,C,Dropped
717,217,19,2024,A,Dropped
718,218,26,2025,B,Dropped
719,219,33,2026,C,Dropped
720,220,40,2024,A,Active
721,221,47,2025,B,Active
722,222,54,2026,C,Active
723,223,61,2024,A,Active
724,224,68,2025,B,Completed
725,225,75,2026,C,Completed
726,226,82,2024,A,Completed
727,227,89,2025,B,Completed
728,228,96,2026,C,Dropped
729,229,3,2024,A,Dropped
730,230,10,2025,B,Dropped
731,231,17,2026,C,Dropped
732,232,24,2024,A,Active
733,233,31,2025,B,Active
734,234,38,2026,C,Active
735,235,45,2024,A,Active
736,236,52,2025,B,Completed
737,237,59,2026,C,Completed
738,238,66,2024,A,Completed
739,239,73,2025,B,Completed
740,240,80,2026,C,Dropped
741,241,87,2024,A,Dropped
742,242,94,2025,B,Dropped
743,243,1,2026,C,Dropped
744,244,8,2024,A,Active
745,245,15,2025,B,Active
746,246,22,2026,C,Active
747,247,29,2024,A,Active
748,248,36,2025,B,Completed
749,249,43,2026,C,Completed
750,250,50,2024,A,Completed
751,251,57,2025,B,Completed
752,252,64,2026,C,Dropped
753,253,71,2024,A,Dropped
754,254,78,2025,B,Dropped
755,255,85,2026,C,Dropped
756,256,92,2024,A,Active
757,257,99,2025,B,Active
758,258,6,2026,C,Active
759,259,13,2024,A,Active
760,260,20,2025,B,Completed
761,261,27,2026,C,Completed
762,262,34,2024,A,Completed
763,263,41,2025,B,Completed
764,264,48,2026,C,Dropped
765,265,55,2024,A,Dropped
766,266,62,2025,B,Dropped
767,267,69,2026,C,Dropped
768,268,76,2024,A,Active
769,269,83,2025,B,Active
770,270,90,2026,C,Active
771,271,97,2024,A,Active
772,272,4,2025,B,Completed
773,273,11,2026,C,Completed
774,274,18,2024,A,Completed
775,275,25,2025,B,Completed
776,276,32,2026,C,Dropped
777,277,39,2024,A,Dropped
778,278,46,2025,B,Dropped
779,279,53,2026,C,Dropped
780,280,60,2024,A,Active
781,281,67,2025,B,Active
782,282,74,2026,C,Active
783,283,81,2024,A,Active
784,284,88,2025,B,Completed
785,285,95,2026,C,Completed
786,286,2,2024,A,Completed
787,287,9,2025,B,Completed
788,288,16,2026,C,Dropped
789,289,23,2024,A,Dropped
790,290,30,2025,B,Dropped
791,291,37,2026,C,Dropped
792,292,44,2024,A,Active
793,293,51,2025,B,Active
794,294,58,2026,C,Active
795,295,65,2024,A,Active
796,296,72,2025,B,Completed
797,297,79,2026,C,Completed
798,298,86,2024,A,Completed
799,299,93,2025,B,Completed
800,300,100,2026,C,Dropped
801,301,7,2024,A,Dropped
802,302,14,2025,B,Dropped
803,303,21,2026,C,Dropped
804,304,28,2024,A,Active
805,305,35,2025,B,Active
806,306,42,2026,C,Active
807,307,49,2024,A,Active
808,308,56,2025,B,Completed
809,309,63,2026,C,Completed
810,310,70,2024,A,Completed
811,311,77,2025,B,Completed
812,312,84,2026,C,Dropped
813,313,91,2024,A,Dropped
814,314,98,2025,B,Dropped
815,315,5,2026,C,Dropped
816,316,12,2024,A,Active
817,317,19,2025,B,Active
818,318,26,2026,C,Active
819,319,33,2024,A,Active
820,320,40,2025,B,Completed
821,321,47,2026,C,Completed
822,322,54,2024,A,Completed
823,323,61,2025,B,Completed
824,324,68,2026,C,Dropped
825,325,75,2024,A,Dropped
826,326,82,2025,B,Dropped
827,327,89,2026,C,Dropped
828,328,96,2024,A,Active
829,329,3,2025,B,Active
830,330,10,2026,C,Active
831,331,17,2024,A,Active
832,332,24,2025,B,Completed
833,333,31,2026,C,Completed
834,334,38,2024,A,Completed
835,335,45,2025,B,Completed
836,336,52,2026,C,Dropped
837,337,59,2024,A,Dropped
838,338,66,2025,B,Dropped
839,339,73,2026,C,Dropped
840,340,80,2024,A,Active
841,341,87,2025,B,Active
842,342,94,2026,C,Active
843,343,1,2024,A,Active
844,344,8,2025,B,Completed
845,345,15,2026,C,Completed
846,346,22,2024,A,Completed
847,347,29,2025,B,Completed
848,348,36,2026,C,Dropped
849,349,43,2024,A,Dropped
850,350,50,2025,B,Dropped
851,351,57,2026,C,Dropped
852,352,64,2024,A,Active
853,353,71,2025,B,Active
854,354,78,2026,C,Active
855,355,85,2024,A,Active
856,356,92,2025,B,Completed
857,357,99,2026,C,Completed
858,358,6,2024,A,Completed
859,359,13,2025,B,Completed
860,360,20,2026,C,Dropped
861,361,27,2024,A,Dropped
862,362,34,2025,B,Dropped
863,363,41,2026,C,Dropped
864,364,48,2024,A,Active
865,365,55,2025,B,Active
866,366,62,2026,C,Active
867,367,69,2024,A,Active
868,368,76,2025,B,Completed
869,369,83,2026,C,Completed
870,370,90,2024,A,Completed
871,371,97,2025,B,Completed
872,372,4,2026,C,Dropped
873,373,11,2024,A,Dropped
874,374,18,2025,B,Dropped
875,375,25,2026,C,Dropped
876,376,32,2024,A,Active
877,377,39,2025,B,Active
878,378,46,2026,C,Active
879,379,53,2024,A,Active
880,380,60,2025,B,Completed
881,381,67,2026,C,Completed
882,382,74,2024,A,Completed
883,383,81,2025,B,Completed
884,384,88,2026,C,Dropped
885,385,95,2024,A,Dropped
886,386,2,2025,B,Dropped
887,387,9,2026,C,Dropped
888,388,16,2024,A,Active
889,389,23,2025,B,Active
890,390,30,2026,C,Active
891,391,37,2024,A,Active
892,392,44,2025,B,Completed
893,393,51,2026,C,Completed
894,394,58,2024,A,Completed
895,395,65,2025,B,Completed
896,396,72,2026,C,Dropped
897,397,79,2024,A,Dropped
898,398,86,2025,B,Dropped
899,399,93,2026,C,Dropped
900,400,100,2024,A,Active
